username,timestamp_text,comment_text,cleaned_tokens
@alessandrogamba2495,1 year ago,"This feels comforting in a weird way: it sets the gratitude threshold towards all things we have on another level. Also, what if (given an infinite universe), when we go we are actually  ""implanted"" in another version of ourselves, randomically keeping all the memories? Maybe the fact that we don't remember anything about the ""past ourselves"" means we're in a version that still hasn't met the odds. Loved the video as i always do, thank you for what you bring us ❤ 12","['feel', 'comforting', 'weird', 'way', 'set', 'gratitude', 'threshold', 'towards', 'thing', 'another', 'level', 'also', 'given', 'infinite', 'universe', 'actually', 'implanted', 'another', 'version', 'randomically', 'keeping', 'memory', 'maybe', 'fact', 'dont', 'remember', 'anything', 'past', 'mean', 'version', 'still', 'hasnt', 'met', 'odds', 'loved', 'video', 'always', 'thank', 'bring']"
@Blim-1,3 months ago,Reminds me of a video I watched a while ago it said “some infinities are bigger than others” that could likely mean in this case the already infinite universe is becoming even larger as in its countably infinite size is slowly becoming uncountably infinite.,"['reminds', 'video', 'watched', 'ago', 'said', 'infinity', 'bigger', 'others', 'could', 'likely', 'mean', 'case', 'already', 'infinite', 'universe', 'becoming', 'even', 'larger', 'countably', 'infinite', 'size', 'slowly', 'becoming', 'uncountably', 'infinite']"
@Fernigan11,1 year ago,"7:32 I was trying to explain to my friend that if the universe is infinite this is true but, they didn't understand so thank you for giving me something to show them so you can explain it better than me! 6 1 reply","['trying', 'explain', 'friend', 'universe', 'infinite', 'true', 'didnt', 'understand', 'thank', 'giving', 'something', 'show', 'explain', 'better', 'reply']"
@badteen,1 year ago,Greatly explained. Loved it Big thanks for the vid ❤❤ 15,"['greatly', 'explained', 'loved', 'big', 'thanks', 'vid']"
@shadowdragon851,1 year ago,"These videos help me escape for a brief moment, thanks for the great work! 6","['video', 'help', 'escape', 'brief', 'moment', 'thanks', 'great', 'work']"
@elvinhaqverdiyev5208,2 weeks ago,Visualizations are insane,"['visualization', 'insane']"
@CSLucasEpic,1 year ago,3:20 I think I understand. It's kind of like a Mobius Strip? 7 3 replies,"['think', 'understand', 'kind', 'like', 'mobius', 'strip', 'reply']"
@problemedkitty,1 year ago,"Hi Kurzgesagt! 1. Amazing video, loved it! 2. Teeny tiny correction on wording here: at 9:37 the wording should state that the theories aren't disprovable instead of provable. It's impossible to definitively prove anything according to the scientific method, so actually all of our well-tested theories and generally accepted theories are also not provable, and they never will be (unless we somehow turn into omnipotent beings that can magically understand the absolute truth of the universe). 18","['kurzgesagt', 'amazing', 'video', 'loved', 'teeny', 'tiny', 'correction', 'wording', 'wording', 'state', 'theory', 'arent', 'disprovable', 'instead', 'provable', 'impossible', 'definitively', 'prove', 'anything', 'according', 'scientific', 'method', 'actually', 'welltested', 'theory', 'generally', 'accepted', 'theory', 'also', 'provable', 'never', 'unless', 'somehow', 'turn', 'omnipotent', 'being', 'magically', 'understand', 'absolute', 'truth', 'universe']"
@zzzxhrg,1 year ago,"This channel is infinitely beautiful. That's all I need to understand. You're basically questioning yourselves. And even that, is beautiful. See, where infinite comes from? Infinite is not a place, is a hope... It's like... Faith. More like a path, where place is no longer important 12","['channel', 'infinitely', 'beautiful', 'thats', 'need', 'understand', 'youre', 'basically', 'questioning', 'even', 'beautiful', 'see', 'infinite', 'come', 'infinite', 'place', 'hope', 'like', 'faith', 'like', 'path', 'place', 'longer', 'important']"
@Eggy-xk5so,7 months ago,"I like to imagine that all the stories we call fiction on earth exists im a world somewhere in the infinite expanse of the universe. Magic, Sci-fi, even us. Maybe somewhere, our words exist in the flesh. 1","['like', 'imagine', 'story', 'call', 'fiction', 'earth', 'exists', 'world', 'somewhere', 'infinite', 'expanse', 'universe', 'magic', 'scifi', 'even', 'maybe', 'somewhere', 'word', 'exist', 'flesh']"
@reggieosbourne,1 year ago,I appreciate these videos...mainly because it makes it super easy to follow along. I'm somewhat familiar with these subjects but explaining It to someone like my younger brother is hard...hes more receptive to pretty colors and sounds and this really does the trick 7,"['appreciate', 'videosmainly', 'make', 'super', 'easy', 'follow', 'along', 'somewhat', 'familiar', 'subject', 'explaining', 'someone', 'like', 'younger', 'brother', 'hardhes', 'receptive', 'pretty', 'color', 'sound', 'really', 'trick']"
@Adriano66867,1 year ago,"That’s insane!! Thank you for the video, great as always 6","['thats', 'insane', 'thank', 'video', 'great', 'always']"
@enki012,7 months ago (edited),"I've been watching your videos for a long time, but I went away for a few years. I'm studying for astrophysics, but your videos have brought back a special feeling of wonder that I've been missing. I ask a question, and even without hearing me, it's answered. I'm at the edge of my seat for every new revelation. This is art. Thank you❤ 5 1 reply","['ive', 'watching', 'video', 'long', 'time', 'went', 'away', 'year', 'studying', 'astrophysics', 'video', 'brought', 'back', 'special', 'feeling', 'wonder', 'ive', 'missing', 'ask', 'question', 'even', 'without', 'hearing', 'answered', 'edge', 'seat', 'every', 'new', 'revelation', 'art', 'thank', 'reply']"
@txflips1,3 months ago (edited),"8:18 So If there's a non zero chance of me meeting my clone, that means somewhere in the universe, there are 2 clones of mine meeting each other. And somewhere else there's even 3 of them meeting. And in another place there is a whole group of my clones just chilling and vibing. That's peace","['there', 'non', 'zero', 'chance', 'meeting', 'clone', 'mean', 'somewhere', 'universe', 'clone', 'mine', 'meeting', 'somewhere', 'else', 'there', 'even', 'meeting', 'another', 'place', 'whole', 'group', 'clone', 'chilling', 'vibing', 'thats', 'peace']"
@Epyonoch,1 year ago,"im a kid and i watch kurgesagt since im 6-7 which is 2021 - 2022,i learned many watching this channel keep it up. 7","['kid', 'watch', 'kurgesagt', 'since', 'learned', 'many', 'watching', 'channel', 'keep']"
@Golden_Pawz,1 year ago (edited),Who hate 12 year olds commenting 'first' Attention flatearthers 3:38 10,"['hate', 'year', 'old', 'commenting', 'first', 'attention', 'flatearthers']"
@Rainfalls_Animations,1 year ago,This has to be my favourite video so far. It explains how I see the universe so perfectly and the animation’s amazing! Great job kurzgesagt!! 18,"['favourite', 'video', 'far', 'explains', 'see', 'universe', 'perfectly', 'animation', 'amazing', 'great', 'job', 'kurzgesagt']"
@Tks-s4g,5 months ago,Cell to singularity beyond E30 1,"['cell', 'singularity', 'beyond']"
@androiddevice4205,1 year ago,1:30 buddy how are you gonna make all that ice cream 😭 5 2 replies,"['buddy', 'gon', 'make', 'ice', 'cream', 'reply']"
@CarterandJulia,1 year ago,9:06 is GOLD 13,['gold']
@cheri_skyset,2 days ago (edited),We are in some kind of black hole like structure. When I was in my NDE state I was outside somehow the laws and my senses were not like mine now. It was awesome until I came back and I realized other people will not have this and be dismissive about anything that won’t line up with their thinking…,"['kind', 'black', 'hole', 'like', 'structure', 'nde', 'state', 'outside', 'somehow', 'law', 'sens', 'like', 'mine', 'awesome', 'came', 'back', 'realized', 'people', 'dismissive', 'anything', 'wont', 'line', 'thinking']"
@abstrack97,1 year ago,2:38 Shouldn't the geometry be that of a 3-torus instead of a hypersphere? 6 1 reply,"['shouldnt', 'geometry', 'torus', 'instead', 'hypersphere', 'reply']"
@jujuoof174,1 year ago,"I MISSED YA’LL SO MUCH, YOUR BEAUTIFUL VIDEOS, THE MUSIC, THE STYLE, THE SCIENCEEEE💖💖💖 4","['missed', 'yall', 'much', 'beautiful', 'video', 'music', 'style', 'scienceeee']"
@pauljackson171,1 year ago,"Also gets trippy if to factor in time (let alone energy) being infinite or finite. Either way, the little we can grasp/experience of the universe is impractically vast for our kind to fully explore! 8 1 reply","['also', 'get', 'trippy', 'factor', 'time', 'let', 'alone', 'energy', 'infinite', 'finite', 'either', 'way', 'little', 'graspexperience', 'universe', 'impractically', 'vast', 'kind', 'fully', 'explore', 'reply']"
@Ryoneru1417,1 month ago,so like a mobius strip but a hyper mobius strip which my brain cannot comprehend.,"['like', 'mobius', 'strip', 'hyper', 'mobius', 'strip', 'brain', 'comprehend']"
@TheTrueMac,1 year ago,this animation is fantastic 4,"['animation', 'fantastic']"
@simonstalenhag87,1 year ago,bro this is the peak of youtube animated content 220,"['bro', 'peak', 'youtube', 'animated', 'content']"
@AshtonDeimos,1 year ago,10:02 this looks like that one Moana scene 7 2 replies,"['look', 'like', 'one', 'moana', 'scene', 'reply']"
@METAL1ON,3 months ago,I cant see the universe being infinite  it doesnt make sense if it is. 1,"['cant', 'see', 'universe', 'infinite', 'doesnt', 'make', 'sense']"
@antoninduda9078,1 year ago,"Since you're a german youtube channel: Vielen Dank, dass Sie mir ermöglicht haben, viel mehr über die Welt um mich herum zu erfahren (I used google translate to translate this, so sorry for any inaccuracies...) 5","['since', 'youre', 'german', 'youtube', 'channel', 'vielen', 'dank', 'das', 'sie', 'mir', 'ermglicht', 'haben', 'viel', 'mehr', 'ber', 'die', 'welt', 'mich', 'herum', 'erfahren', 'used', 'google', 'translate', 'translate', 'sorry', 'inaccuracy']"
@sky-gx9fs,1 year ago,"0:01 what if our universe is 4 dimesional and we are shadow of it, 3 dimensional creatures, that's why we will never ever able to understand this concept by our 3D laws & knowledge 92 6 replies","['universe', 'dimesional', 'shadow', 'dimensional', 'creature', 'thats', 'never', 'ever', 'able', 'understand', 'concept', 'law', 'knowledge', 'reply']"
@Noa-gl3pg,1 year ago,"I just attended a symposium on the concept of infinity, the timing is crazy 14 1 reply","['attended', 'symposium', 'concept', 'infinity', 'timing', 'crazy', 'reply']"
@JonathanJollimore-w9v,2 months ago,"The Higgs field is what gives space it boundaries, the energy in field will never allow you to go beyond it’s effect. The exception to that rule is when antimatter is created.","['higgs', 'field', 'give', 'space', 'boundary', 'energy', 'field', 'never', 'allow', 'beyond', 'effect', 'exception', 'rule', 'antimatter', 'created']"
@rosainquivan,1 year ago (edited),"Hi Kurzgesagt, I’ve been a fan of your videos for a long time across different accounts and I’ve always loved your videos! I especially love the scientific and philosophical research in the content and all the artistic and musical dedication. In general, your work has been wonderful and I hope you continue to keep doing what you do! However, I have some feedback that I would like to state regarding your thumbnails, titles and some of the recent content. As has been documented in a few Reddit posts already, it’s been noticed that the original, very creative and introspective thumbnails and titles for certain videos have been scrapped and changed for more clickbait and less authentic versions (for example “What Are You Doing With Your Life? The Tail End” turning to “When This Number Reaches 5200– You Are Dead!” (Or something along those lines), and “You Are The Dream of a Dead Universe” to “We Did The Math— You Are Dead!”, as well as their thumbnails). While it is understood that the algorithm will recommend videos containing these less authentic methods of advertising, I feel like this is really a waste of talent from the artists as well as the old charm of an educational and deeper outlook of your videos. The channel is beginning to feel like a content farm similar to Bright Side, which is a bit saddening because of how much effort and love put into these videos made for smart content and the history with its audience. Sometimes they are directly misleading, for example “Why South Korea is Dying Out” has relatively little to do with the content of the video itself as it mentions it perhaps once or twice throughout the whole video. I just hope that we don’t stop the quality because of these facts and that the videos themselves don’t get affected as well. Maybe if it isn’t possible to keep the titles and thumbnails, would it be possible to at least make a video explaining the changes made recently by the channel? Just to give some more justification to the artists and authenticity of the messages you purvey and explain to the fans who have gotten disappointed due to them. However, I do understand the reasoning behind it all and I will support you no matter your publicity choices because I still love your content and they provide so much insight and information, especially to our younger generation! I just hope this message helps bring to light some of the problems some of us have noticed and helps you improve and keep up the awesome work!! Thanks for it all, sorry this message is so long, and have a good day! 26 6 replies","['kurzgesagt', 'ive', 'fan', 'video', 'long', 'time', 'across', 'different', 'account', 'ive', 'always', 'loved', 'video', 'especially', 'love', 'scientific', 'philosophical', 'research', 'content', 'artistic', 'musical', 'dedication', 'general', 'work', 'wonderful', 'hope', 'continue', 'keep', 'however', 'feedback', 'would', 'like', 'state', 'regarding', 'thumbnail', 'title', 'recent', 'content', 'documented', 'reddit', 'post', 'already', 'noticed', 'original', 'creative', 'introspective', 'thumbnail', 'title', 'certain', 'video', 'scrapped', 'changed', 'clickbait', 'less', 'authentic', 'version', 'example', 'life', 'tail', 'end', 'turning', 'number', 'reach', 'dead', 'something', 'along', 'line', 'dream', 'dead', 'universe', 'math', 'dead', 'well', 'thumbnail', 'understood', 'algorithm', 'recommend', 'video', 'containing', 'less', 'authentic', 'method', 'advertising', 'feel', 'like', 'really', 'waste', 'talent', 'artist', 'well', 'old', 'charm', 'educational', 'deeper', 'outlook', 'video', 'channel', 'beginning', 'feel', 'like', 'content', 'farm', 'similar', 'bright', 'side', 'bit', 'saddening', 'much', 'effort', 'love', 'put', 'video', 'made', 'smart', 'content', 'history', 'audience', 'sometimes', 'directly', 'misleading', 'example', 'south', 'korea', 'dying', 'relatively', 'little', 'content', 'video', 'mention', 'perhaps', 'twice', 'throughout', 'whole', 'video', 'hope', 'dont', 'stop', 'quality', 'fact', 'video', 'dont', 'get', 'affected', 'well', 'maybe', 'isnt', 'possible', 'keep', 'title', 'thumbnail', 'would', 'possible', 'least', 'make', 'video', 'explaining', 'change', 'made', 'recently', 'channel', 'give', 'justification', 'artist', 'authenticity', 'message', 'purvey', 'explain', 'fan', 'gotten', 'disappointed', 'due', 'however', 'understand', 'reasoning', 'behind', 'support', 'matter', 'publicity', 'choice', 'still', 'love', 'content', 'provide', 'much', 'insight', 'information', 'especially', 'younger', 'generation', 'hope', 'message', 'help', 'bring', 'light', 'problem', 'noticed', 'help', 'improve', 'keep', 'awesome', 'work', 'thanks', 'sorry', 'message', 'long', 'good', 'day', 'reply']"
